
Bogført;Tekst;Rentedato;Beløb;Saldo
21-08-2017;Bgs Fra Gevinstopsparing;21-08-2017;1000,00;1425,71
21-08-2017;Bgs Fra Gevinstopsparing;19-08-2017;1000,00;425,71
21-08-2017;Dankort-nota MobilePay      90807;21-08-2017;-80,00;-574,29
21-08-2017;Dankort-nota jem&fix Rønne  18726;21-08-2017;-295,00;-494,29
21-08-2017;Dankort-nota SIMON'S A/S    40838;21-08-2017;-179,98;-199,29
21-08-2017;Dankort-nota Land & Fritid- 13612;21-08-2017;-79,95;-19,31
18-08-2017;Dankort-nota RØNNE FISKEFOR 98507;18-08-2017;-65,50;60,64
18-08-2017;Dankort-nota REMA 1000 Rønn 66326;18-08-2017;-69,00;126,14
18-08-2017;Dankort-nota Ostehjørnet      312;18-08-2017;-121,00;195,14
18-08-2017;Dankort-nota REMA 1000 Rønn 51118;18-08-2017;-101,90;316,14
17-08-2017;Dankort-nota RØGERIET I SVA 71275;17-08-2017;-150,00;418,04
17-08-2017;Dankort-nota Sandvig Is Kal 19374;17-08-2017;-68,00;568,04
17-08-2017;MobilePay: Susanne M;17-08-2017;100,00;636,04
16-08-2017;Dankort-nota RØNNE FISKEFOR 98082;16-08-2017;-131,50;536,04
16-08-2017;Dankort-nota Rønne Apotek   36812;16-08-2017;-295,65;667,54
16-08-2017;Dankort-nota Hammerhavns Ki 21406;16-08-2017;-110,00;963,19
16-08-2017;Dankort-nota DYRLÆGEGÅRDEN I 6535;16-08-2017;-118,75;1073,19
15-08-2017;Bgs Fra Gevinstopsparing;15-08-2017;1000,00;1191,94
15-08-2017;Dankort-nota REMA 1000 Rønn 48044;15-08-2017;-194,29;191,94
15-08-2017;Dankort-nota Loppeteket ApS 22483;15-08-2017;-200,00;386,23
15-08-2017;Dankort-nota Loppeteket ApS 22482;16-08-2017;34,00;586,23
15-08-2017;Dankort-nota MATAS - 17796  19092;15-08-2017;-127,42;552,23
14-08-2017;Bgs Fra Gevinstopsparing;13-08-2017;1000,00;679,65
14-08-2017;Bgs Fra Gevinstopsparing;12-08-2017;1000,00;-320,35
14-08-2017;Dankort-nota FDB Kvickly Rø 83127;14-08-2017;-163,37;-1320,35
14-08-2017;Dankort-nota REMA 1000 Rønn 64783;14-08-2017;-47,95;-1156,98
14-08-2017;Dankort-nota Netto Rønne    40215;14-08-2017;-94,00;-1109,03
14-08-2017;Dankort-nota FDB Kvickly Rø 13263;14-08-2017;-550,00;-1015,03
14-08-2017;Dankort-nota Rejsekort - DS 72183;14-08-2017;-300,00;-465,03
14-08-2017;Dankort-nota Victoria´s     36403;14-08-2017;-268,25;-165,03
14-08-2017;Dankort-nota Magasin, Kgs N 26245;14-08-2017;-525,00;103,22
14-08-2017;Dankort-nota MobilePay      23867;14-08-2017;-1500,00;628,22
10-08-2017;Dankort-nota Chr. H v/Hanne  3638;10-08-2017;-969,90;2128,22
09-08-2017;Dankort-nota TAXA 4x35, Kol 23224;09-08-2017;-150,00;3098,12
09-08-2017;Dankort-nota M/F Ærøskøbing  2018;09-08-2017;-124,00;3248,12
08-08-2017;Dankort-nota KOLDINGHUS MUS 34136;08-08-2017;-204,00;3372,12
07-08-2017;Bgs Gevinstopsparing;04-08-2017;-2072,00;3576,12
07-08-2017;Dankort-nota FDB Kvickly Rø 77677;07-08-2017;-498,00;5648,12
07-08-2017;Dankort-nota Loppeteket ApS 21591;08-08-2017;72,25;6146,12
07-08-2017;Dankort-nota REMA 1000 Rønn 37471;07-08-2017;-58,70;6073,87
07-08-2017;Dankort-nota FDB Kvickly Rø 26917;07-08-2017;-324,30;6132,57
07-08-2017;Dankort-nota SIMON'S A/S     8580;07-08-2017;-509,94;6456,87
04-08-2017;Dankort-nota Loppeteket ApS 21379;07-08-2017;2572,95;6966,81
03-08-2017;Dankort-nota FDB Kvickly Rø 75612;03-08-2017;-162,00;4393,86
03-08-2017;Dankort-nota Maxi Zoo Rønne 68259;03-08-2017;-159,85;4555,86
03-08-2017;Dankort-nota REMA 1000 Rønn 61557;03-08-2017;-99,90;4715,71
03-08-2017;Dankort-nota Jensens Bageri 55953;03-08-2017;-33,00;4815,61
03-08-2017;Dankort-nota TELMORE A/S    8HIXB;03-08-2017;-130,34;4848,61
02-08-2017;Bgs Grundkonto med betal;02-08-2017;-5000,00;4978,95
02-08-2017;104: UDBET. FRA DSA;02-08-2017;9187,00;9978,95
01-08-2017;Bs betaling MASTERCARD;01-08-2017;-480,00;791,95
01-08-2017;Bgs Fra Gevinstopsparing;01-08-2017;1000,00;1271,95
01-08-2017;Dankort-nota Land & Fritid- 12863;01-08-2017;-69,95;271,95
01-08-2017;Dankort-nota Loppeteket ApS 20777;01-08-2017;-6,00;341,90
31-07-2017;Bgs Fra Gevinstopsparing;31-07-2017;2000,00;347,90
31-07-2017;Bgs budget;31-07-2017;-10000,00;-1652,10
31-07-2017;Dankort-nota HASLE RØGERI A 62480;31-07-2017;-54,00;8347,90
31-07-2017;Dankort-nota REMA 1000 Rønn 60469;31-07-2017;-132,75;8401,90
31-07-2017;Tjenestemandspension;31-07-2017;1700,33;8534,65
31-07-2017;Pension fra PKA                    Meddelnr. 02884444117210;31-07-2017;6564,01;6834,32
31-07-2017;Dankort-nota FDB Kvickly Røn 9570;31-07-2017;-30,00;270,31
31-07-2017;Dankort-nota MobilePay      99339;31-07-2017;-110,00;300,31
28-07-2017;Dankort-nota Sandvig Is Kal 82630;28-07-2017;-34,00;410,31
28-07-2017;Dankort-nota FDB Kvickly Rø 67089;28-07-2017;-52,00;444,31
28-07-2017;Dankort-nota REMA 1000 Rønn 28202;28-07-2017;-285,00;496,31
27-07-2017;Bgs Fra Gevinstopsparing;27-07-2017;1000,00;781,31
27-07-2017;Dankort-nota Loppeteket ApS 20134;27-07-2017;-6,00;-218,69
26-07-2017;Dankort-nota FDB Kvickly Rø 22464;26-07-2017;-173,85;-212,69
26-07-2017;Dankort-nota RØNNE BIO      62739;26-07-2017;-275,00;-38,84
25-07-2017;Dankort-nota REMA 1000 Rønn 25380;25-07-2017;-179,40;236,16
25-07-2017;Dankort-nota REMA 1000 Rønn 24389;25-07-2017;-174,95;415,56
25-07-2017;Dankort-nota Hasle Camping  21231;25-07-2017;-25,00;590,51
24-07-2017;Bgs Fra Gevinstopsparing;24-07-2017;1000,00;615,51
24-07-2017;Dankort-nota REMA 1000 Rønn 23096;24-07-2017;-102,75;-384,49
24-07-2017;Dankort-nota REMA 1000 Rønn 57265;24-07-2017;-58,80;-281,74
24-07-2017;Dankort-nota FDB Kvickly Rø 39393;24-07-2017;-202,90;-222,94
21-07-2017;Dankort-nota Loppeteket ApS 19226;21-07-2017;-80,00;-20,04
20-07-2017;Dankort-nota REMA 1000 Rønn 19706;20-07-2017;-51,95;59,96
20-07-2017;Dankort-nota MobilePay      17470;20-07-2017;-95,00;111,91
20-07-2017;Dankort-nota Netto Åkirkeby 15822;20-07-2017;-64,39;206,91
20-07-2017;Dankort-nota Bech chokolade  2572;20-07-2017;-36,00;271,30
19-07-2017;Dankort-nota FDB Kvickly Rø 80275;19-07-2017;-50,00;307,30
19-07-2017;Dankort-nota Jensens Bageri 51334;19-07-2017;-46,00;357,30
19-07-2017;Dankort-nota FDB Kvickly Rø 24986;19-07-2017;-173,75;403,30
18-07-2017;Bgs Fra Grundkonto med b           etaling;18-07-2017;600,00;577,05
18-07-2017;Dankort-nota FDB Kvickly Rø 64824;18-07-2017;-24,00;-22,95
18-07-2017;Dankort-nota REMA 1000 Rønn 17268;18-07-2017;-89,25;1,05
17-07-2017;Dankort-nota FDB Kvickly Rø 58909;17-07-2017;-304,95;90,30
17-07-2017;Dankort-nota REMA 1000 Rønn 16397;17-07-2017;-75,10;395,25
17-07-2017;Dankort-nota Gudhjem Bakke   1170;17-07-2017;-440,00;470,35
17-07-2017;Dankort-nota REMA 1000 Rønn 55008;17-07-2017;-136,25;910,35
17-07-2017;Dankort-nota MobilePay      27870;17-07-2017;-125,00;1046,60
14-07-2017;Dankort-nota Rønne Apotek   45885;14-07-2017;-210,15;1171,60
14-07-2017;Dankort-nota Netto Rønne    40322;14-07-2017;-171,20;1381,75
12-07-2017;Dankort-nota REMA 1000 Rønn 10863;12-07-2017;-216,55;1552,95
11-07-2017;Dankort-nota REMA 1000 Rønn 10116;11-07-2017;-104,80;1769,50
11-07-2017;Dankort-nota MobilePay      18133;11-07-2017;-122,50;1874,30
10-07-2017;Dankort-nota MobilePay      43772;10-07-2017;-250,00;1996,80
10-07-2017;Dankort-nota FDB Kvickly Rø 58674;10-07-2017;-161,35;2246,80
10-07-2017;Dankort-nota Loppeteket ApS 17167;10-07-2017;-280,00;2408,15
10-07-2017;Dankort-nota Loppeteket ApS 17136;10-07-2017;-100,00;2688,15
10-07-2017;Dankort-nota REMA 1000 Rønne 8325;10-07-2017;-108,95;2788,15
10-07-2017;Dankort-nota Sandvig Is Kala 8888;10-07-2017;-68,00;2897,10
10-07-2017;Dankort-nota Rønne Syd FDB S 3434;10-07-2017;-50,95;2965,10
10-07-2017;Dankort-nota FDB Kvickly Rø 51871;10-07-2017;-292,51;3016,05
07-07-2017;Dankort-nota FRIDOLF A/S    91976;07-07-2017;-39,90;3308,56
07-07-2017;Dankort-nota MobilePay      56159;07-07-2017;-200,00;3348,46
06-07-2017;Dankort-nota Premier Is Mej 32586;06-07-2017;-29,00;3548,46
06-07-2017;Dankort-nota Provianten     31466;06-07-2017;-35,00;3577,46
05-07-2017;Dankort-nota MobilePay      28503;05-07-2017;-80,00;3612,46
04-07-2017;Dankort-nota Jensens Bageri 47150;04-07-2017;-53,00;3692,46
04-07-2017;Dankort-nota Bornholmertårne 2397;04-07-2017;-75,00;3745,46
03-07-2017;Pengeautomat den 01.07. kl. 15.44  0650-74 eksnr. 7052;01-07-2017;-500,00;3820,46
03-07-2017;Bs betaling MASTERCARD;03-07-2017;-150,00;4320,46
03-07-2017;Bgs Grundkonto med betal;30-06-2017;-5000,00;4470,46
03-07-2017;Bgs Gevinstopsparing;30-06-2017;-2800,00;9470,46
03-07-2017;Bgs Gevinstopsparing;30-06-2017;-5000,00;12270,46
03-07-2017;Dankort-nota Vibegård       23161;03-07-2017;-25,00;17270,46
03-07-2017;Dankort-nota TELMORE A/S    M38GB;03-07-2017;-130,34;17295,46
03-07-2017;Dankort-nota Netto Rønne    92235;03-07-2017;-75,04;17425,80
03-07-2017;Dankort-nota SIMON'S A/S    84016;03-07-2017;-359,97;17500,84
30-06-2017;Bgs budget;30-06-2017;-10000,00;17860,81
30-06-2017;Dankort-nota jem&fix Rønne  88118;30-06-2017;-117,50;27860,81
30-06-2017;Dankort-nota MATAS - 17795  42430;30-06-2017;-219,85;27978,31
30-06-2017;Dankort-nota Rønne Apotek   41367;30-06-2017;-104,00;28198,16
30-06-2017;Dankort-nota MALERFIRMAET BO 2585;30-06-2017;-314,00;28302,16
30-06-2017;Tjenestemandspension;30-06-2017;1700,33;28616,16
30-06-2017;Pension fra PKA                    Meddelnr. 02446111317181;30-06-2017;6564,01;26915,83
30-06-2017;Løn;30-06-2017;20630,51;20351,82
30-06-2017;Dankort-nota REMA 1000 Rønn 97686;30-06-2017;-158,15;-278,69
30-06-2017;Dankort-nota FDB Kvickly Rø 11186;30-06-2017;-100,85;-120,54
27-06-2017;Dankort-nota Vibegård       22933;27-06-2017;-50,00;-19,69
27-06-2017;Dankort-nota Land & Fritid- 11364;27-06-2017;-207,88;30,31
26-06-2017;Bgs Fra Gevinstopsparing;26-06-2017;3000,00;238,19
26-06-2017;Pengeautomat den 26.06. kl. 12.24  0650-76 eksnr. 3115;26-06-2017;-500,00;-2761,81
26-06-2017;Dankort-nota Netto Rønne    87959;26-06-2017;-153,40;-2261,81
26-06-2017;Dankort-nota Rejsekort - DS 43441;26-06-2017;-300,00;-2108,41
26-06-2017;Dankort-nota FDB Kvickly Rø 96004;26-06-2017;-350,00;-1808,41
26-06-2017;Dankort-nota FDB Kvickly Rø 22823;26-06-2017;-28,00;-1458,41
26-06-2017;Dankort-nota COS Frederiksbe 3079;26-06-2017;-245,00;-1430,41
26-06-2017;Dankort-nota REINH VAN HAUE 94541;26-06-2017;-97,00;-1185,41
23-06-2017;Dankort-nota Føtex Frederik 60649;23-06-2017;-85,50;-1088,41
23-06-2017;Dankort-nota ECCO Frederiks 33381;23-06-2017;-1750,00;-1002,91
23-06-2017;Dankort-nota Café Oslo Plad 67156;23-06-2017;-130,00;747,09
22-06-2017;Dankort-nota ESPRIT DE CORP 92994;22-06-2017;-169,99;877,09
22-06-2017;Dankort-nota Ikea - 121, AC 51753;22-06-2017;-90,00;1047,08
22-06-2017;Dankort-nota Netto Nørrevol 42091;22-06-2017;-59,00;1137,08
22-06-2017;Dankort-nota Paradis Frugt  21733;22-06-2017;-45,00;1196,08
21-06-2017;Dankort-nota Irma Nørre Vol 35504;21-06-2017;-216,50;1241,08
21-06-2017;Dankort-nota MobilePay       5177;21-06-2017;-80,00;1457,58
20-06-2017;Bgs Fra Gevinstopsparing;20-06-2017;1000,00;1537,58
20-06-2017;Bgs Fra Gevinstopsparing;20-06-2017;2000,00;537,58
20-06-2017;Visa køb DKK      34,00            IZ *NORREKAS IS AP                 Den 18.06;20-06-2017;-34,00;-1462,42
20-06-2017;Dankort-nota Photocare, Røn 52245;20-06-2017;-1240,00;-1428,42
20-06-2017;Dankort-nota Land & Fritid- 11106;20-06-2017;-79,95;-188,42
20-06-2017;Dankort-nota FDB Kvickly Rø 44645;20-06-2017;-154,20;-108,47
15-06-2017;Bgs Fra Gevinstopsparing;15-06-2017;1000,00;45,73
15-06-2017;Pengeautomat den 15.06. kl. 13.14  0650-76 eksnr. 1464;15-06-2017;-500,00;-954,27
15-06-2017;Dankort-nota Netto Rønne    92063;15-06-2017;-295,55;-454,27
15-06-2017;Dankort-nota Vibegård       22369;15-06-2017;-55,00;-158,72
13-06-2017;Dankort-nota FDB Kvickly Rø 40889;13-06-2017;-111,25;-103,72
13-06-2017;Dankort-nota MATAS - 17795   7969;13-06-2017;-153,75;7,53
13-06-2017;Dankort-nota MATAS - 17795   7967;13-06-2017;-103,75;161,28
12-06-2017;Bgs Fra Gevinstopsparing;11-06-2017;1000,00;265,03
12-06-2017;Dankort-nota MATAS - 17795  24244;12-06-2017;-109,95;-734,97
12-06-2017;Dankort-nota Vibegård       22044;12-06-2017;-20,00;-625,02
12-06-2017;Dankort-nota Netto Vibegård 59057;12-06-2017;-293,45;-605,02
12-06-2017;Dankort-nota Jysk D050      38523;12-06-2017;-269,10;-311,57
12-06-2017;Dankort-nota FDB Kvickly Røn 3517;12-06-2017;-63,85;-42,47
08-06-2017;Dankort-nota Rønne Apotek   41793;08-06-2017;-36,55;21,38
08-06-2017;Dankort-nota FDB Kvickly Rø 37221;08-06-2017;-412,90;57,93
08-06-2017;Dankort-nota Svaneke Bodega 17568;08-06-2017;-50,00;470,83
08-06-2017;Dankort-nota Land & Fritid- 10697;08-06-2017;-69,95;520,83
08-06-2017;Dankort-nota FDB Kvickly Ne 58761;08-06-2017;-96,00;590,78
07-06-2017;Dankort-nota MobilePay      14389;07-06-2017;-300,00;686,78
06-06-2017;Pengeautomat den 04.06. kl. 18.44  0650-78 eksnr. 4871;04-06-2017;-500,00;986,78
06-06-2017;Dankort-nota Maxi Zoo Rønne 59442;06-06-2017;-191,99;1486,78
06-06-2017;Dankort-nota Jensens Bageri 40037;06-06-2017;-53,00;1678,77
06-06-2017;Dankort-nota Ostehjørnet     7555;06-06-2017;-112,48;1731,77
06-06-2017;Dankort-nota Netto Rønne    80928;06-06-2017;-347,40;1844,25
06-06-2017;Dankort-nota SIMON'S A/S     8123;06-06-2017;-480,00;2191,65
06-06-2017;Dankort-nota TELMORE A/S    ZXS9B;06-06-2017;-110,34;2671,65
06-06-2017;Dankort-nota DK Færger Rønn 84502;06-06-2017;-212,00;2781,99
02-06-2017;Dankort-nota Anytime        29548;02-06-2017;-398,00;2993,99
02-06-2017;Dankort-nota Lilliendal Pla 21422;02-06-2017;-200,00;3391,99
01-06-2017;Bs betaling MASTERCARD;01-06-2017;-300,00;3591,99
01-06-2017;Pengeautomat den 01.06. kl. 11.26  0650-73 eksnr. 5147;01-06-2017;-500,00;3891,99
01-06-2017;Dankort-nota Netto Vibegård 86149;01-06-2017;-336,53;4391,99
01-06-2017;Dankort-nota Vibegård       21627;01-06-2017;-25,00;4728,52
01-06-2017;Dankort-nota Land & Fritid- 10227;01-06-2017;-149,95;4753,52
31-05-2017;Bgs Gevinstopsparing;31-05-2017;-400,00;4903,47
31-05-2017;Bgs Gevinstopsparing;31-05-2017;-3000,00;5303,47
31-05-2017;Bgs Gevinstopsparing;31-05-2017;-5000,00;8303,47
31-05-2017;Bgs budget;31-05-2017;-10000,00;13303,47
31-05-2017;Dankort-nota Johannes Dam & 66920;31-05-2017;-15,00;23303,47
31-05-2017;Dankort-nota FDB Kvickly Rø 65396;31-05-2017;-15,00;23318,47
31-05-2017;Dankort-nota Vero Moda - Rø 34404;31-05-2017;-327,88;23333,47
31-05-2017;Dankort-nota Ekkodalshuset  25310;31-05-2017;-48,00;23661,35
31-05-2017;Løn;31-05-2017;23692,67;23709,35
30-05-2017;Visa køb DKK      68,00            IZ *NORREKAS IS AP                 Den 26.05;30-05-2017;-68,00;16,68
29-05-2017;Dankort-nota FDB Kvickly Rø 99228;29-05-2017;-16,90;84,68
29-05-2017;Dankort-nota Jysk D050      34185;29-05-2017;-79,95;101,58
29-05-2017;Dankort-nota REMA 1000 Rønn 89775;29-05-2017;-219,35;181,53
29-05-2017;Dankort-nota Knirkeline     86673;29-05-2017;-20,00;400,88
29-05-2017;Dankort-nota REMA 1000 Rønn 89120;29-05-2017;-65,45;420,88
24-05-2017;Bgs udlæg. el-koger;24-05-2017;-300,00;486,33
24-05-2017;Dankort-nota RØNNE FISKEFOR 87119;24-05-2017;-13,50;786,33
24-05-2017;Dankort-nota Jensens Bageri 37612;24-05-2017;-61,00;799,83
23-05-2017;Dankort-nota REMA 1000 Rønn 30793;23-05-2017;-37,40;860,83
22-05-2017;Bgs Fra Grundkonto med b           etaling;20-05-2017;1000,00;898,23
22-05-2017;Bgs Fra Gevinstopsparing;22-05-2017;1000,00;-101,77
22-05-2017;Dankort-nota Netto Vibegård 74930;22-05-2017;-271,89;-1101,77
22-05-2017;Dankort-nota FDB Kvickly Rø 27577;22-05-2017;-416,75;-829,88
22-05-2017;Dankort-nota Vibegård       21098;22-05-2017;-35,00;-413,13
22-05-2017;Dankort-nota Land & Fritid-8 6393;22-05-2017;-69,95;-378,13
22-05-2017;Dankort-nota RØNNE FISKEFOR 86734;22-05-2017;-47,50;-308,18
22-05-2017;Dankort-nota Sørine         79305;22-05-2017;-299,95;-260,68
22-05-2017;Dankort-nota REMA 1000 Rønn 29402;22-05-2017;-145,70;39,27
19-05-2017;Dankort-nota Q8 Service - 8 40435;19-05-2017;-117,17;184,97
19-05-2017;Dankort-nota FDB Kvickly Rø 62182;19-05-2017;-15,00;302,14
19-05-2017;Dankort-nota FDB Kvickly Rø 25525;19-05-2017;-22,95;317,14
18-05-2017;Dankort-nota RØNNE FISKEFOR 86442;18-05-2017;-73,50;340,09
18-05-2017;Dankort-nota Vibegård       20968;18-05-2017;-25,00;413,59
18-05-2017;Dankort-nota TANDLÆGE NIELS 12525;18-05-2017;-506,49;438,59
18-05-2017;Dankort-nota Q8 Service - 8 12183;18-05-2017;-10,00;945,08
18-05-2017;Dankort-nota FDB Kvickly Rø 61947;18-05-2017;-12,75;955,08
17-05-2017;Dankort-nota MobilePay      86300;17-05-2017;-25,00;967,83
17-05-2017;Dankort-nota FDB Kvickly Rø 24935;17-05-2017;-622,67;992,83
16-05-2017;Dankort-nota MobilePay      61640;16-05-2017;-25,00;1615,50
16-05-2017;danmark;16-05-2017;339,62;1640,50
15-05-2017;Dankort-nota Vibegård       20712;15-05-2017;-25,00;1300,88
15-05-2017;Dankort-nota Maxi Zoo Rønne 56609;15-05-2017;-319,88;1325,88
15-05-2017;Dankort-nota Hammerhavns Kio 1662;15-05-2017;-176,00;1645,76
15-05-2017;Dankort-nota FDB Kvickly Rø 92632;15-05-2017;-261,26;1821,76
11-05-2017;Dankort-nota FDB Kvickly Rø 60151;11-05-2017;-95,00;2083,02
10-05-2017;Dankort-nota Vibegård       20516;10-05-2017;-25,00;2178,02
09-05-2017;Dankort-nota FDB Kvickly Rø 79581;09-05-2017;-300,00;2203,02
09-05-2017;Dankort-nota FDB Kvickly Rø 42211;09-05-2017;-180,90;2503,02
09-05-2017;Dankort-nota Netto Vibegård 35638;09-05-2017;-250,80;2683,92
09-05-2017;Dankort-nota Vibegård       20395;09-05-2017;-25,00;2934,72
09-05-2017;Dankort-nota Ostehjørnet     5881;09-05-2017;-159,40;2959,72
08-05-2017;Dankort-nota Vibegård       20259;08-05-2017;-25,00;3119,12
08-05-2017;Dankort-nota Land & Fritid-8 9109;08-05-2017;-69,95;3144,12
08-05-2017;Fr. automat den 05.05. kl. 12.34   4001 eksnr.     6320;08-05-2017;-1000,00;3214,07
08-05-2017;Dankort-nota MobilePay      61264;08-05-2017;-80,00;4214,07
08-05-2017;Dankort-nota MobilePay      59859;08-05-2017;-70,00;4294,07
03-05-2017;Dankort-nota Netto Rønne    38825;03-05-2017;-120,75;4364,07
03-05-2017;Dankort-nota TELMORE A/S    EDX1B;03-05-2017;-110,34;4484,82
01-05-2017;Bs betaling MASTERCARD;01-05-2017;-300,00;4595,16
01-05-2017;Dankort-nota FDB Kvickly Rø 13915;01-05-2017;-218,36;4895,16
01-05-2017;Dankort-nota Rønne Apotek   38021;01-05-2017;-396,60;5113,52
28-04-2017;Bgs Grundkonto med betal;28-04-2017;-1000,00;5510,12
28-04-2017;Bgs Gevinstopsparing;28-04-2017;-9000,00;6510,12
28-04-2017;Bgs budget;28-04-2017;-10000,00;15510,12
28-04-2017;Løn;28-04-2017;24151,97;25510,12
26-04-2017;Dankort-nota REMA 1000 Rønn 54635;26-04-2017;-357,15;1358,15
24-04-2017;Pengeautomat den 22.04. kl. 12.38  0650-74 eksnr. 9317;22-04-2017;-1000,00;1715,30
24-04-2017;Bgs Fra Grundkonto med b           etaling;23-04-2017;2000,00;2715,30
24-04-2017;Dankort-nota Land & Fritid-8 5302;24-04-2017;-469,90;715,30
19-04-2017;Dankort-nota DANTAXI        45283;19-04-2017;-101,00;1185,20
19-04-2017;Dankort-nota DANTAXI        27078;19-04-2017;-116,00;1286,20
18-04-2017;Pengeautomat den 17.04. kl. 10.54  0650-74 eksnr. 8743;17-04-2017;-300,00;1402,20
18-04-2017;Dankort-nota REMA 1000 Rønn 73760;18-04-2017;-144,30;1702,20
18-04-2017;Dankort-nota REMA 1000 Rønn 71525;18-04-2017;-205,75;1846,50
18-04-2017;Dankort-nota FDB Kvickly Røn 5180;18-04-2017;-186,95;2052,25
18-04-2017;Dankort-nota MobilePay      66727;18-04-2017;-200,00;2239,20
18-04-2017;Dankort-nota Høiers Iscafe  26884;18-04-2017;-130,00;2439,20
18-04-2017;Dankort-nota Netto Rønne    23697;18-04-2017;-156,89;2569,20
12-04-2017;Dankort-nota FDB Kvickly Rø 15895;12-04-2017;-48,00;2726,09
11-04-2017;OVERSKYDENDE SKAT;11-04-2017;1634,00;2774,09
11-04-2017;Dankort-nota FDB Kvickly Rø 68724;11-04-2017;-400,00;1140,09
11-04-2017;Dankort-nota Netto Vibegård 30672;11-04-2017;-206,90;1540,09
10-04-2017;Dankort-nota FDB Kvickly Rø 76703;10-04-2017;-125,27;1746,99
10-04-2017;Dankort-nota Netto Rønne    19800;10-04-2017;-213,85;1872,26
10-04-2017;Dankort-nota Tiger 39       15060;10-04-2017;-20,00;2086,11
10-04-2017;Dankort-nota Ostehjørnet     3868;10-04-2017;-158,34;2106,11
07-04-2017;Dankort-nota MATAS - 17796  21694;07-04-2017;-149,92;2264,45
07-04-2017;Dankort-nota FDB Kvickly Rø 14601;07-04-2017;-237,80;2414,37
07-04-2017;Dankort-nota Netto Rønne    18299;07-04-2017;-121,80;2652,17
05-04-2017;Dankort-nota DK Færger Rønn 82457;05-04-2017;-484,00;2773,97
05-04-2017;Dankort-nota FDB Kvickly Rø 49957;05-04-2017;-220,00;3257,97
05-04-2017;Dankort-nota FDB Kvickly Rø 13055;05-04-2017;-174,45;3477,97
04-04-2017;Visa køb EUR     150,00            ECCO STORE BERLIN                  Den 31.03;04-04-2017;-1127,20;3652,42
04-04-2017;Visa køb EUR      89,95            Schuhhaus Horst Witt               Den 01.04;04-04-2017;-675,94;4779,62
03-04-2017;Bs betaling MASTERCARD;03-04-2017;-3932,83;5455,56
03-04-2017;Dankort-nota TELMORE A/S    0LDBB;03-04-2017;-110,34;9388,39
31-03-2017;Bgs budget;31-03-2017;-10000,00;9498,73
31-03-2017;Dankort-nota Rejsekort - DS 72345;31-03-2017;-300,00;19498,73
31-03-2017;Løn;31-03-2017;18873,74;19798,73
29-03-2017;Dankort-nota Netto DTU      62192;29-03-2017;-80,45;924,99
29-03-2017;Dankort-nota Irma Nørre Vol 48955;29-03-2017;-88,75;1005,44
27-03-2017;Valutahævning den 27.03. kl. 13.25 0650-73 eksnr. 7366;27-03-2017;-1514,54;1094,19
27-03-2017;Bgs Fra Gevinstopsparing;27-03-2017;1500,00;2608,73
27-03-2017;Bgs Fra Gevinstopsparing;27-03-2017;2000,00;1108,73
27-03-2017;Dankort-nota Photocare, Røn 48666;27-03-2017;-240,00;-891,27
27-03-2017;Dankort-nota Rønne Apotek   33334;27-03-2017;-316,50;-651,27
27-03-2017;Dankort-nota Lilliendal Pla 12709;27-03-2017;-87,50;-334,77
27-03-2017;Dankort-nota Netto Rønne     7904;27-03-2017;-108,09;-247,27
27-03-2017;Dankort-nota FDB Kvickly Røn 6945;27-03-2017;-279,37;-139,18
27-03-2017;Dankort-nota Land & Fritid-8 4176;27-03-2017;-187,80;140,19
27-03-2017;Dankort-nota WILLIAM DAMS BO 4985;27-03-2017;-129,95;327,99
27-03-2017;Dankort-nota Netto Rønne     3756;27-03-2017;-270,35;457,94
24-03-2017;Dankort-nota RØNNE FISKEFOR 81173;24-03-2017;-51,00;728,29
24-03-2017;Dankort-nota FDB Kvickly Rø 47186;24-03-2017;-210,00;779,29
24-03-2017;Dankort-nota BORMHOLMS CENTR 2704;24-03-2017;-40,00;989,29
22-03-2017;Dankort-nota Vibegård       18256;22-03-2017;-31,00;1029,29
20-03-2017;Bgs Fra Gevinstopsparing;20-03-2017;2000,00;1060,29
20-03-2017;Dankort-nota DK Færger Rønn 62553;20-03-2017;-394,00;-939,71
20-03-2017;Dankort-nota REMA 1000 Rønn 43615;20-03-2017;-200,65;-545,71
20-03-2017;Dankort-nota Lilliendal Pla 12029;20-03-2017;-155,95;-345,06
17-03-2017;Pengeautomat den 17.03. kl. 15.25  0650-74 eksnr. 5555;17-03-2017;-500,00;-189,11
17-03-2017;Pengeautomat den 17.03. kl. 11.38  0650-75 eksnr. 7000;17-03-2017;-500,00;310,89
16-03-2017;Dankort-nota RØNNE FISKEFOR 80236;16-03-2017;-84,00;810,89
15-03-2017;Dankort-nota Vibegård       17917;15-03-2017;-25,00;894,89
15-03-2017;Dankort-nota FDB Kvickly Røn 5890;15-03-2017;-115,00;919,89
15-03-2017;Dankort-nota Ostehjørnet     2353;15-03-2017;-87,90;1034,89
14-03-2017;Dankort-nota Rønne Apotek   34031;14-03-2017;-93,20;1122,79
14-03-2017;Dankort-nota Vibegård       17742;14-03-2017;-31,00;1215,99
13-03-2017;Bgs Peter Hahn;13-03-2017;-439,00;1246,99
13-03-2017;Dankort-nota Netto Rønne    55080;13-03-2017;-251,25;1685,99
13-03-2017;Dankort-nota RØNNE BIO      41158;13-03-2017;-45,00;1937,24
